name	set_code	set_name
Accumulated Knowledge	DDO	Duel Decks: Elspeth vs. Kiora
Aetherize	DDO	Duel Decks: Elspeth vs. Kiora
Inkwell Leviathan	DDO	Duel Decks: Elspeth vs. Kiora
Man-o'-War	DDO	Duel Decks: Elspeth vs. Kiora
Omenspeaker	DDO	Duel Decks: Elspeth vs. Kiora
Peel from Reality	DDO	Duel Decks: Elspeth vs. Kiora
Scourge of Fleets	DDO	Duel Decks: Elspeth vs. Kiora
Sealock Monster	DDO	Duel Decks: Elspeth vs. Kiora
Surrakar Banisher	DDO	Duel Decks: Elspeth vs. Kiora
Whelming Wave	DDO	Duel Decks: Elspeth vs. Kiora
Explore	DDO	Duel Decks: Elspeth vs. Kiora
Explosive Vegetation	DDO	Duel Decks: Elspeth vs. Kiora
Grazing Gladehart	DDO	Duel Decks: Elspeth vs. Kiora
Nessian Asp	DDO	Duel Decks: Elspeth vs. Kiora
Netcaster Spider	DDO	Duel Decks: Elspeth vs. Kiora
Time to Feed	DDO	Duel Decks: Elspeth vs. Kiora
Coiling Oracle	DDO	Duel Decks: Elspeth vs. Kiora
Kiora's Follower	DDO	Duel Decks: Elspeth vs. Kiora
Lorescale Coatl	DDO	Duel Decks: Elspeth vs. Kiora
Nimbus Swimmer	DDO	Duel Decks: Elspeth vs. Kiora
Plasm Capture	DDO	Duel Decks: Elspeth vs. Kiora
Simic Sky Swallower	DDO	Duel Decks: Elspeth vs. Kiora
Urban Evolution	DDO	Duel Decks: Elspeth vs. Kiora
Evolving Wilds	DDO	Duel Decks: Elspeth vs. Kiora
Temple of the False God	DDO	Duel Decks: Elspeth vs. Kiora
Island	DDO	Duel Decks: Elspeth vs. Kiora
Island	DDO	Duel Decks: Elspeth vs. Kiora
Island	DDO	Duel Decks: Elspeth vs. Kiora
Forest	DDO	Duel Decks: Elspeth vs. Kiora
Forest	DDO	Duel Decks: Elspeth vs. Kiora
Forest	DDO	Duel Decks: Elspeth vs. Kiora
Soldier	DDO	Duel Decks: Elspeth vs. Kiora
Kraken	DDO	Duel Decks: Elspeth vs. Kiora
Zurgo Helmsmasher	DDN	Duel Decks: Speed vs. Cunning
Frenzied Goblin	DDN	Duel Decks: Speed vs. Cunning
Infantry Veteran	DDN	Duel Decks: Speed vs. Cunning
Leonin Snarecaster	DDN	Duel Decks: Speed vs. Cunning
Dregscape Zombie	DDN	Duel Decks: Speed vs. Cunning
Goblin Deathraiders	DDN	Duel Decks: Speed vs. Cunning
Hellraiser Goblin	DDN	Duel Decks: Speed vs. Cunning
Fleshbag Marauder	DDN	Duel Decks: Speed vs. Cunning
Goblin Warchief	DDN	Duel Decks: Speed vs. Cunning
Hell's Thunder	DDN	Duel Decks: Speed vs. Cunning
Kathari Bomber	DDN	Duel Decks: Speed vs. Cunning
Shambling Remains	DDN	Duel Decks: Speed vs. Cunning
Mardu Heart-Piercer	DDN	Duel Decks: Speed vs. Cunning
Beetleback Chief	DDN	Duel Decks: Speed vs. Cunning
Krenko, Mob Boss	DDN	Duel Decks: Speed vs. Cunning
Ogre Battledriver	DDN	Duel Decks: Speed vs. Cunning
Flame-Kin Zealot	DDN	Duel Decks: Speed vs. Cunning
Scourge Devil	DDN	Duel Decks: Speed vs. Cunning
Oni of Wild Places	DDN	Duel Decks: Speed vs. Cunning
Reckless Abandon	DDN	Duel Decks: Speed vs. Cunning
Shock	DDN	Duel Decks: Speed vs. Cunning
Bone Splinters	DDN	Duel Decks: Speed vs. Cunning
Arc Trail	DDN	Duel Decks: Speed vs. Cunning
Goblin Bombardment	DDN	Duel Decks: Speed vs. Cunning
Krenko's Command	DDN	Duel Decks: Speed vs. Cunning
Act of Treason	DDN	Duel Decks: Speed vs. Cunning
Dauntless Onslaught	DDN	Duel Decks: Speed vs. Cunning
Orcish Cannonade	DDN	Duel Decks: Speed vs. Cunning
Fiery Fall	DDN	Duel Decks: Speed vs. Cunning
Fury of the Horde	DDN	Duel Decks: Speed vs. Cunning
Banefire	DDN	Duel Decks: Speed vs. Cunning
Evolving Wilds	DDN	Duel Decks: Speed vs. Cunning
Ghitu Encampment	DDN	Duel Decks: Speed vs. Cunning
Nomad Outpost	DDN	Duel Decks: Speed vs. Cunning
Mountain	DDN	Duel Decks: Speed vs. Cunning
Mountain	DDN	Duel Decks: Speed vs. Cunning
Mountain	DDN	Duel Decks: Speed vs. Cunning
Plains	DDN	Duel Decks: Speed vs. Cunning
Swamp	DDN	Duel Decks: Speed vs. Cunning
Swamp	DDN	Duel Decks: Speed vs. Cunning
Swamp	DDN	Duel Decks: Speed vs. Cunning
Arcanis the Omnipotent	DDN	Duel Decks: Speed vs. Cunning
Faerie Impostor	DDN	Duel Decks: Speed vs. Cunning
Coral Trickster	DDN	Duel Decks: Speed vs. Cunning
Fathom Seer	DDN	Duel Decks: Speed vs. Cunning
Jeskai Elder	DDN	Duel Decks: Speed vs. Cunning
Willbender	DDN	Duel Decks: Speed vs. Cunning
Sparkmage Apprentice	DDN	Duel Decks: Speed vs. Cunning
Lone Missionary	DDN	Duel Decks: Speed vs. Cunning
Master Decoy	DDN	Duel Decks: Speed vs. Cunning
Echo Tracer	DDN	Duel Decks: Speed vs. Cunning
Kor Hookmaster	DDN	Duel Decks: Speed vs. Cunning
Stonecloaker	DDN	Duel Decks: Speed vs. Cunning
Aquamorph Entity	DDN	Duel Decks: Speed vs. Cunning
Hussar Patrol	DDN	Duel Decks: Speed vs. Cunning
Lightning Angel	DDN	Duel Decks: Speed vs. Cunning
Faerie Invaders	DDN	Duel Decks: Speed vs. Cunning
Thousand Winds	DDN	Duel Decks: Speed vs. Cunning
Sphinx of Uthuun	DDN	Duel Decks: Speed vs. Cunning
Fleeting Distraction	DDN	Duel Decks: Speed vs. Cunning
Stave Off	DDN	Duel Decks: Speed vs. Cunning
Swift Justice	DDN	Duel Decks: Speed vs. Cunning
Impulse	DDN	Duel Decks: Speed vs. Cunning
Mana Leak	DDN	Duel Decks: Speed vs. Cunning
Lightning Helix	DDN	Duel Decks: Speed vs. Cunning
Hold the Line	DDN	Duel Decks: Speed vs. Cunning
Inferno Trap	DDN	Duel Decks: Speed vs. Cunning
Steam Augury	DDN	Duel Decks: Speed vs. Cunning
Traumatic Visions	DDN	Duel Decks: Speed vs. Cunning
Whiplash Trap	DDN	Duel Decks: Speed vs. Cunning
Arrow Volley Trap	DDN	Duel Decks: Speed vs. Cunning
Repeal	DDN	Duel Decks: Speed vs. Cunning
Mystic Monastery	DDN	Duel Decks: Speed vs. Cunning
Terramorphic Expanse	DDN	Duel Decks: Speed vs. Cunning
Island	DDN	Duel Decks: Speed vs. Cunning
Island	DDN	Duel Decks: Speed vs. Cunning
Island	DDN	Duel Decks: Speed vs. Cunning
Mountain	DDN	Duel Decks: Speed vs. Cunning
Plains	DDN	Duel Decks: Speed vs. Cunning
Plains	DDN	Duel Decks: Speed vs. Cunning
Plains	DDN	Duel Decks: Speed vs. Cunning
Goblin	DDN	Duel Decks: Speed vs. Cunning
Jace, Architect of Thought	DDM	Duel Decks: Jace vs. Vraska
Chronomaton	DDM	Duel Decks: Jace vs. Vraska
Jace's Phantasm	DDM	Duel Decks: Jace vs. Vraska
Phantasmal Bear	DDM	Duel Decks: Jace vs. Vraska
Aether Figment	DDM	Duel Decks: Jace vs. Vraska
Crosstown Courier	DDM	Duel Decks: Jace vs. Vraska
Dream Stalker	DDM	Duel Decks: Jace vs. Vraska
Krovikan Mist	DDM	Duel Decks: Jace vs. Vraska
Merfolk Wayfinder	DDM	Duel Decks: Jace vs. Vraska
Sea Gate Oracle	DDM	Duel Decks: Jace vs. Vraska
Stealer of Secrets	DDM	Duel Decks: Jace vs. Vraska
Aether Adept	DDM	Duel Decks: Jace vs. Vraska
Archaeomancer	DDM	Duel Decks: Jace vs. Vraska
Phantasmal Dragon	DDM	Duel Decks: Jace vs. Vraska
Body Double	DDM	Duel Decks: Jace vs. Vraska
Leyline Phantom	DDM	Duel Decks: Jace vs. Vraska
Aeon Chronicler	DDM	Duel Decks: Jace vs. Vraska
Riftwing Cloudskate	DDM	Duel Decks: Jace vs. Vraska
Jace's Mindseeker	DDM	Duel Decks: Jace vs. Vraska
Errant Ephemeron	DDM	Duel Decks: Jace vs. Vraska
Thought Scour	DDM	Duel Decks: Jace vs. Vraska
Agoraphobia	DDM	Duel Decks: Jace vs. Vraska
Into the Roil	DDM	Duel Decks: Jace vs. Vraska
Memory Lapse	DDM	Duel Decks: Jace vs. Vraska
Prohibit	DDM	Duel Decks: Jace vs. Vraska
Remand	DDM	Duel Decks: Jace vs. Vraska
Claustrophobia	DDM	Duel Decks: Jace vs. Vraska
Griptide	DDM	Duel Decks: Jace vs. Vraska
Ray of Command	DDM	Duel Decks: Jace vs. Vraska
Control Magic	DDM	Duel Decks: Jace vs. Vraska
Summoner's Bane	DDM	Duel Decks: Jace vs. Vraska
Jace's Ingenuity	DDM	Duel Decks: Jace vs. Vraska
Future Sight	DDM	Duel Decks: Jace vs. Vraska
Spelltwine	DDM	Duel Decks: Jace vs. Vraska
Dread Statuary	DDM	Duel Decks: Jace vs. Vraska
Halimar Depths	DDM	Duel Decks: Jace vs. Vraska
Island	DDM	Duel Decks: Jace vs. Vraska
Island	DDM	Duel Decks: Jace vs. Vraska
Island	DDM	Duel Decks: Jace vs. Vraska
Island	DDM	Duel Decks: Jace vs. Vraska
Island	DDM	Duel Decks: Jace vs. Vraska
Vraska the Unseen	DDM	Duel Decks: Jace vs. Vraska
Pulse Tracker	DDM	Duel Decks: Jace vs. Vraska
Shadow Alley Denizen	DDM	Duel Decks: Jace vs. Vraska
Tavern Swindler	DDM	Duel Decks: Jace vs. Vraska
Wight of Precinct Six	DDM	Duel Decks: Jace vs. Vraska
Death-Hood Cobra	DDM	Duel Decks: Jace vs. Vraska
Gatecreeper Vine	DDM	Duel Decks: Jace vs. Vraska
River Boa	DDM	Duel Decks: Jace vs. Vraska
Vinelasher Kudzu	DDM	Duel Decks: Jace vs. Vraska
Putrid Leech	DDM	Duel Decks: Jace vs. Vraska
Sadistic Augermage	DDM	Duel Decks: Jace vs. Vraska
Slate Street Ruffian	DDM	Duel Decks: Jace vs. Vraska
Oran-Rief Recluse	DDM	Duel Decks: Jace vs. Vraska
Spawnwrithe	DDM	Duel Decks: Jace vs. Vraska
Stonefare Crocodile	DDM	Duel Decks: Jace vs. Vraska
Ohran Viper	DDM	Duel Decks: Jace vs. Vraska
Corpse Traders	DDM	Duel Decks: Jace vs. Vraska
Festerhide Boar	DDM	Duel Decks: Jace vs. Vraska
Mold Shambler	DDM	Duel Decks: Jace vs. Vraska
Highway Robber	DDM	Duel Decks: Jace vs. Vraska
Nekrataal	DDM	Duel Decks: Jace vs. Vraska
Reaper of the Wilds	DDM	Duel Decks: Jace vs. Vraska
Acidic Slime	DDM	Duel Decks: Jace vs. Vraska
Drooling Groodion	DDM	Duel Decks: Jace vs. Vraska
Tragic Slip	DDM	Duel Decks: Jace vs. Vraska
Hypnotic Cloud	DDM	Duel Decks: Jace vs. Vraska
Night's Whisper	DDM	Duel Decks: Jace vs. Vraska
Marsh Casualties	DDM	Duel Decks: Jace vs. Vraska
Treasured Find	DDM	Duel Decks: Jace vs. Vraska
Last Kiss	DDM	Duel Decks: Jace vs. Vraska
Stab Wound	DDM	Duel Decks: Jace vs. Vraska
Underworld Connections	DDM	Duel Decks: Jace vs. Vraska
Consume Strength	DDM	Duel Decks: Jace vs. Vraska
Grisly Spectacle	DDM	Duel Decks: Jace vs. Vraska
Golgari Guildgate	DDM	Duel Decks: Jace vs. Vraska
Rogue's Passage	DDM	Duel Decks: Jace vs. Vraska
Tainted Wood	DDM	Duel Decks: Jace vs. Vraska
Swamp	DDM	Duel Decks: Jace vs. Vraska
Swamp	DDM	Duel Decks: Jace vs. Vraska
Swamp	DDM	Duel Decks: Jace vs. Vraska
Swamp	DDM	Duel Decks: Jace vs. Vraska
Swamp	DDM	Duel Decks: Jace vs. Vraska
Forest	DDM	Duel Decks: Jace vs. Vraska
Forest	DDM	Duel Decks: Jace vs. Vraska
Forest	DDM	Duel Decks: Jace vs. Vraska
Forest	DDM	Duel Decks: Jace vs. Vraska
Forest	DDM	Duel Decks: Jace vs. Vraska
Sun Titan	DDL	Duel Decks: Heroes vs. Monsters
Somberwald Vigilante	DDL	Duel Decks: Heroes vs. Monsters
Figure of Destiny	DDL	Duel Decks: Heroes vs. Monsters
Cavalry Pegasus	DDL	Duel Decks: Heroes vs. Monsters
Fencing Ace	DDL	Duel Decks: Heroes vs. Monsters
Thraben Valiant	DDL	Duel Decks: Heroes vs. Monsters
Stun Sniper	DDL	Duel Decks: Heroes vs. Monsters
Truefire Paladin	DDL	Duel Decks: Heroes vs. Monsters
Auramancer	DDL	Duel Decks: Heroes vs. Monsters
Freewind Equenaut	DDL	Duel Decks: Heroes vs. Monsters
Anax and Cymede	DDL	Duel Decks: Heroes vs. Monsters
Armory Guard	DDL	Duel Decks: Heroes vs. Monsters
Gustcloak Sentinel	DDL	Duel Decks: Heroes vs. Monsters
Dawnstrike Paladin	DDL	Duel Decks: Heroes vs. Monsters
Nobilis of War	DDL	Duel Decks: Heroes vs. Monsters
Kamahl, Pit Fighter	DDL	Duel Decks: Heroes vs. Monsters
Condemn	DDL	Duel Decks: Heroes vs. Monsters
Daily Regimen	DDL	Duel Decks: Heroes vs. Monsters
Pay No Heed	DDL	Duel Decks: Heroes vs. Monsters
Righteousness	DDL	Duel Decks: Heroes vs. Monsters
Stand Firm	DDL	Duel Decks: Heroes vs. Monsters
Magma Jet	DDL	Duel Decks: Heroes vs. Monsters
Ordeal of Purphoros	DDL	Duel Decks: Heroes vs. Monsters
Bonds of Faith	DDL	Duel Decks: Heroes vs. Monsters
Moment of Heroism	DDL	Duel Decks: Heroes vs. Monsters
Undying Rage	DDL	Duel Decks: Heroes vs. Monsters
Battle Mastery	DDL	Duel Decks: Heroes vs. Monsters
Griffin Guide	DDL	Duel Decks: Heroes vs. Monsters
Smite the Monstrous	DDL	Duel Decks: Heroes vs. Monsters
Miraculous Recovery	DDL	Duel Decks: Heroes vs. Monsters
Winds of Rath	DDL	Duel Decks: Heroes vs. Monsters
Pyrokinesis	DDL	Duel Decks: Heroes vs. Monsters
Boros Guildgate	DDL	Duel Decks: Heroes vs. Monsters
New Benalia	DDL	Duel Decks: Heroes vs. Monsters
Mountain	DDL	Duel Decks: Heroes vs. Monsters
Mountain	DDL	Duel Decks: Heroes vs. Monsters
Mountain	DDL	Duel Decks: Heroes vs. Monsters
Mountain	DDL	Duel Decks: Heroes vs. Monsters
Plains	DDL	Duel Decks: Heroes vs. Monsters
Plains	DDL	Duel Decks: Heroes vs. Monsters
Plains	DDL	Duel Decks: Heroes vs. Monsters
Plains	DDL	Duel Decks: Heroes vs. Monsters
Polukranos, World Eater	DDL	Duel Decks: Heroes vs. Monsters
Orcish Lumberjack	DDL	Duel Decks: Heroes vs. Monsters
Deadly Recluse	DDL	Duel Decks: Heroes vs. Monsters
Kavu Predator	DDL	Duel Decks: Heroes vs. Monsters
Satyr Hedonist	DDL	Duel Decks: Heroes vs. Monsters
Zhur-Taa Druid	DDL	Duel Decks: Heroes vs. Monsters
Blood Ogre	DDL	Duel Decks: Heroes vs. Monsters
Troll Ascetic	DDL	Duel Decks: Heroes vs. Monsters
Crowned Ceratok	DDL	Duel Decks: Heroes vs. Monsters
Gorehorn Minotaurs	DDL	Duel Decks: Heroes vs. Monsters
Ghor-Clan Savage	DDL	Duel Decks: Heroes vs. Monsters
Deus of Calamity	DDL	Duel Decks: Heroes vs. Monsters
Conquering Manticore	DDL	Duel Decks: Heroes vs. Monsters
Crater Hellion	DDL	Duel Decks: Heroes vs. Monsters
Skarrgan Firebird	DDL	Duel Decks: Heroes vs. Monsters
Valley Rannet	DDL	Duel Decks: Heroes vs. Monsters
Krosan Tusker	DDL	Duel Decks: Heroes vs. Monsters
Skarrgan Skybreaker	DDL	Duel Decks: Heroes vs. Monsters
Shower of Sparks	DDL	Duel Decks: Heroes vs. Monsters
Prey Upon	DDL	Duel Decks: Heroes vs. Monsters
Pyroclasm	DDL	Duel Decks: Heroes vs. Monsters
Regrowth	DDL	Duel Decks: Heroes vs. Monsters
Terrifying Presence	DDL	Duel Decks: Heroes vs. Monsters
Destructive Revelry	DDL	Duel Decks: Heroes vs. Monsters
Dragon Blood	DDL	Duel Decks: Heroes vs. Monsters
Volt Charge	DDL	Duel Decks: Heroes vs. Monsters
Beast Within	DDL	Duel Decks: Heroes vs. Monsters
Fires of Yavimaya	DDL	Duel Decks: Heroes vs. Monsters
Kazandu Refuge	DDL	Duel Decks: Heroes vs. Monsters
Llanowar Reborn	DDL	Duel Decks: Heroes vs. Monsters
Skarrg, the Rage Pits	DDL	Duel Decks: Heroes vs. Monsters
Mountain	DDL	Duel Decks: Heroes vs. Monsters
Mountain	DDL	Duel Decks: Heroes vs. Monsters
Mountain	DDL	Duel Decks: Heroes vs. Monsters
Mountain	DDL	Duel Decks: Heroes vs. Monsters
Forest	DDL	Duel Decks: Heroes vs. Monsters
Forest	DDL	Duel Decks: Heroes vs. Monsters
Forest	DDL	Duel Decks: Heroes vs. Monsters
Forest	DDL	Duel Decks: Heroes vs. Monsters
Sorin, Lord of Innistrad	DDK	Duel Decks: Sorin vs. Tibalt
Doomed Traveler	DDK	Duel Decks: Sorin vs. Tibalt
Vampire Lacerator	DDK	Duel Decks: Sorin vs. Tibalt
Wall of Omens	DDK	Duel Decks: Sorin vs. Tibalt
Child of Night	DDK	Duel Decks: Sorin vs. Tibalt
Duskhunter Bat	DDK	Duel Decks: Sorin vs. Tibalt
Mesmeric Fiend	DDK	Duel Decks: Sorin vs. Tibalt
Gatekeeper of Malakir	DDK	Duel Decks: Sorin vs. Tibalt
Twilight Drover	DDK	Duel Decks: Sorin vs. Tibalt
Bloodrage Vampire	DDK	Duel Decks: Sorin vs. Tibalt
Fiend Hunter	DDK	Duel Decks: Sorin vs. Tibalt
Vampire Nighthawk	DDK	Duel Decks: Sorin vs. Tibalt
Mausoleum Guard	DDK	Duel Decks: Sorin vs. Tibalt
Phantom General	DDK	Duel Decks: Sorin vs. Tibalt
Vampire Outcasts	DDK	Duel Decks: Sorin vs. Tibalt
Revenant Patriarch	DDK	Duel Decks: Sorin vs. Tibalt
Sengir Vampire	DDK	Duel Decks: Sorin vs. Tibalt
Butcher of Malakir	DDK	Duel Decks: Sorin vs. Tibalt
Vampire's Bite	DDK	Duel Decks: Sorin vs. Tibalt
Decompose	DDK	Duel Decks: Sorin vs. Tibalt
Sorin's Thirst	DDK	Duel Decks: Sorin vs. Tibalt
Urge to Feed	DDK	Duel Decks: Sorin vs. Tibalt
Zealous Persecution	DDK	Duel Decks: Sorin vs. Tibalt
Lingering Souls	DDK	Duel Decks: Sorin vs. Tibalt
Mortify	DDK	Duel Decks: Sorin vs. Tibalt
Spectral Procession	DDK	Duel Decks: Sorin vs. Tibalt
Unmake	DDK	Duel Decks: Sorin vs. Tibalt
Ancient Craving	DDK	Duel Decks: Sorin vs. Tibalt
Mark of the Vampire	DDK	Duel Decks: Sorin vs. Tibalt
Field of Souls	DDK	Duel Decks: Sorin vs. Tibalt
Absorb Vis	DDK	Duel Decks: Sorin vs. Tibalt
Death Grasp	DDK	Duel Decks: Sorin vs. Tibalt
Evolving Wilds	DDK	Duel Decks: Sorin vs. Tibalt
Tainted Field	DDK	Duel Decks: Sorin vs. Tibalt
Swamp	DDK	Duel Decks: Sorin vs. Tibalt
Swamp	DDK	Duel Decks: Sorin vs. Tibalt
Swamp	DDK	Duel Decks: Sorin vs. Tibalt
Plains	DDK	Duel Decks: Sorin vs. Tibalt
Plains	DDK	Duel Decks: Sorin vs. Tibalt
Plains	DDK	Duel Decks: Sorin vs. Tibalt
Tibalt, the Fiend-Blooded	DDK	Duel Decks: Sorin vs. Tibalt
Goblin Arsonist	DDK	Duel Decks: Sorin vs. Tibalt
Scorched Rusalka	DDK	Duel Decks: Sorin vs. Tibalt
Reassembling Skeleton	DDK	Duel Decks: Sorin vs. Tibalt
Ashmouth Hound	DDK	Duel Decks: Sorin vs. Tibalt
Hellspark Elemental	DDK	Duel Decks: Sorin vs. Tibalt
Vithian Stinger	DDK	Duel Decks: Sorin vs. Tibalt
Shambling Remains	DDK	Duel Decks: Sorin vs. Tibalt
Coal Stoker	DDK	Duel Decks: Sorin vs. Tibalt
Lavaborn Muse	DDK	Duel Decks: Sorin vs. Tibalt
Mad Prophet	DDK	Duel Decks: Sorin vs. Tibalt
Hellrider	DDK	Duel Decks: Sorin vs. Tibalt
Skirsdag Cultist	DDK	Duel Decks: Sorin vs. Tibalt
Corpse Connoisseur	DDK	Duel Decks: Sorin vs. Tibalt
Scourge Devil	DDK	Duel Decks: Sorin vs. Tibalt
Gang of Devils	DDK	Duel Decks: Sorin vs. Tibalt
Bump in the Night	DDK	Duel Decks: Sorin vs. Tibalt
Blazing Salvo	DDK	Duel Decks: Sorin vs. Tibalt
Faithless Looting	DDK	Duel Decks: Sorin vs. Tibalt
Flame Slash	DDK	Duel Decks: Sorin vs. Tibalt
Geistflame	DDK	Duel Decks: Sorin vs. Tibalt
Pyroclasm	DDK	Duel Decks: Sorin vs. Tibalt
Recoup	DDK	Duel Decks: Sorin vs. Tibalt
Terminate	DDK	Duel Decks: Sorin vs. Tibalt
Strangling Soot	DDK	Duel Decks: Sorin vs. Tibalt
Browbeat	DDK	Duel Decks: Sorin vs. Tibalt
Breaking Point	DDK	Duel Decks: Sorin vs. Tibalt
Sulfuric Vortex	DDK	Duel Decks: Sorin vs. Tibalt
Blightning	DDK	Duel Decks: Sorin vs. Tibalt
Flame Javelin	DDK	Duel Decks: Sorin vs. Tibalt
Torrent of Souls	DDK	Duel Decks: Sorin vs. Tibalt
Devil's Play	DDK	Duel Decks: Sorin vs. Tibalt
Akoum Refuge	DDK	Duel Decks: Sorin vs. Tibalt
Rakdos Carnarium	DDK	Duel Decks: Sorin vs. Tibalt
Mountain	DDK	Duel Decks: Sorin vs. Tibalt
Mountain	DDK	Duel Decks: Sorin vs. Tibalt
Mountain	DDK	Duel Decks: Sorin vs. Tibalt
Swamp	DDK	Duel Decks: Sorin vs. Tibalt
Swamp	DDK	Duel Decks: Sorin vs. Tibalt
Swamp	DDK	Duel Decks: Sorin vs. Tibalt
Niv-Mizzet, the Firemind	DDJ	Duel Decks: Izzet vs. Golgari
Kiln Fiend	DDJ	Duel Decks: Izzet vs. Golgari
Goblin Electromancer	DDJ	Duel Decks: Izzet vs. Golgari
Izzet Guildmage	DDJ	Duel Decks: Izzet vs. Golgari
Gelectrode	DDJ	Duel Decks: Izzet vs. Golgari
Wee Dragonauts	DDJ	Duel Decks: Izzet vs. Golgari
Steamcore Weird	DDJ	Duel Decks: Izzet vs. Golgari
Shrewd Hatchling	DDJ	Duel Decks: Izzet vs. Golgari
Ogre Savant	DDJ	Duel Decks: Izzet vs. Golgari
Galvanoth	DDJ	Duel Decks: Izzet vs. Golgari
Izzet Chronarch	DDJ	Duel Decks: Izzet vs. Golgari
Djinn Illuminatus	DDJ	Duel Decks: Izzet vs. Golgari
Brainstorm	DDJ	Duel Decks: Izzet vs. Golgari
Force Spike	DDJ	Duel Decks: Izzet vs. Golgari
Magma Spray	DDJ	Duel Decks: Izzet vs. Golgari
Isochron Scepter	DDJ	Duel Decks: Izzet vs. Golgari
Izzet Signet	DDJ	Duel Decks: Izzet vs. Golgari
Call to Heel	DDJ	Duel Decks: Izzet vs. Golgari
Train of Thought	DDJ	Duel Decks: Izzet vs. Golgari
Pyromatics	DDJ	Duel Decks: Izzet vs. Golgari
Izzet Charm	DDJ	Duel Decks: Izzet vs. Golgari
Reminisce	DDJ	Duel Decks: Izzet vs. Golgari
Thunderheads	DDJ	Duel Decks: Izzet vs. Golgari
Vacuumelt	DDJ	Duel Decks: Izzet vs. Golgari
Dissipate	DDJ	Duel Decks: Izzet vs. Golgari
Quicksilver Dagger	DDJ	Duel Decks: Izzet vs. Golgari
Prophetic Bolt	DDJ	Duel Decks: Izzet vs. Golgari
Overwhelming Intellect	DDJ	Duel Decks: Izzet vs. Golgari
Sphinx-Bone Wand	DDJ	Duel Decks: Izzet vs. Golgari
Street Spasm	DDJ	Duel Decks: Izzet vs. Golgari
Invoke the Firemind	DDJ	Duel Decks: Izzet vs. Golgari
Fire	DDJ	Duel Decks: Izzet vs. Golgari
Ice	DDJ	Duel Decks: Izzet vs. Golgari
Forgotten Cave	DDJ	Duel Decks: Izzet vs. Golgari
Izzet Boilerworks	DDJ	Duel Decks: Izzet vs. Golgari
Lonely Sandbar	DDJ	Duel Decks: Izzet vs. Golgari
Nivix, Aerie of the Firemind	DDJ	Duel Decks: Izzet vs. Golgari
Island	DDJ	Duel Decks: Izzet vs. Golgari
Island	DDJ	Duel Decks: Izzet vs. Golgari
Island	DDJ	Duel Decks: Izzet vs. Golgari
Island	DDJ	Duel Decks: Izzet vs. Golgari
Mountain	DDJ	Duel Decks: Izzet vs. Golgari
Mountain	DDJ	Duel Decks: Izzet vs. Golgari
Mountain	DDJ	Duel Decks: Izzet vs. Golgari
Mountain	DDJ	Duel Decks: Izzet vs. Golgari
Jarad, Golgari Lich Lord	DDJ	Duel Decks: Izzet vs. Golgari
Plagued Rusalka	DDJ	Duel Decks: Izzet vs. Golgari
Elves of Deep Shadow	DDJ	Duel Decks: Izzet vs. Golgari
Golgari Thug	DDJ	Duel Decks: Izzet vs. Golgari
Ravenous Rats	DDJ	Duel Decks: Izzet vs. Golgari
Reassembling Skeleton	DDJ	Duel Decks: Izzet vs. Golgari
Boneyard Wurm	DDJ	Duel Decks: Izzet vs. Golgari
Korozda Guildmage	DDJ	Duel Decks: Izzet vs. Golgari
Putrid Leech	DDJ	Duel Decks: Izzet vs. Golgari
Stinkweed Imp	DDJ	Duel Decks: Izzet vs. Golgari
Eternal Witness	DDJ	Duel Decks: Izzet vs. Golgari
Dreg Mangler	DDJ	Duel Decks: Izzet vs. Golgari
Shambling Shell	DDJ	Duel Decks: Izzet vs. Golgari
Brain Weevil	DDJ	Duel Decks: Izzet vs. Golgari
Greater Mossdog	DDJ	Duel Decks: Izzet vs. Golgari
Golgari Grave-Troll	DDJ	Duel Decks: Izzet vs. Golgari
Stingerfling Spider	DDJ	Duel Decks: Izzet vs. Golgari
Sadistic Hypnotist	DDJ	Duel Decks: Izzet vs. Golgari
Golgari Rotwurm	DDJ	Duel Decks: Izzet vs. Golgari
Gleancrawler	DDJ	Duel Decks: Izzet vs. Golgari
Doomgape	DDJ	Duel Decks: Izzet vs. Golgari
Golgari Signet	DDJ	Duel Decks: Izzet vs. Golgari
Ghoul's Feast	DDJ	Duel Decks: Izzet vs. Golgari
Yoke of the Damned	DDJ	Duel Decks: Izzet vs. Golgari
Life from the Loam	DDJ	Duel Decks: Izzet vs. Golgari
Golgari Germination	DDJ	Duel Decks: Izzet vs. Golgari
Putrefy	DDJ	Duel Decks: Izzet vs. Golgari
Feast or Famine	DDJ	Duel Decks: Izzet vs. Golgari
Nightmare Void	DDJ	Duel Decks: Izzet vs. Golgari
Vigor Mortis	DDJ	Duel Decks: Izzet vs. Golgari
Grim Flowering	DDJ	Duel Decks: Izzet vs. Golgari
Twilight's Call	DDJ	Duel Decks: Izzet vs. Golgari
Life	DDJ	Duel Decks: Izzet vs. Golgari
Death	DDJ	Duel Decks: Izzet vs. Golgari
Barren Moor	DDJ	Duel Decks: Izzet vs. Golgari
Dakmor Salvage	DDJ	Duel Decks: Izzet vs. Golgari
Golgari Rot Farm	DDJ	Duel Decks: Izzet vs. Golgari
Svogthos, the Restless Tomb	DDJ	Duel Decks: Izzet vs. Golgari
Tranquil Thicket	DDJ	Duel Decks: Izzet vs. Golgari
